MARCA,TIPO PRODUCTO,Model Name,Engine,Drive,Transmission,Year
GAC,SUV,GS8 GT,2.0T,4WD,AT,2024
GAC,SUV,GS8 GX,2.0T,4WD,AT,2024
HAVAL,SUV,H6 ACTIVE,,2WD,AT,2024
HAVAL,SUV,H6 DELUXE,,2WD,AT,2024
HAVAL,SUV,H6 DELUXE,,AWD,AT,2024
HAVAL,SUV,H6 ELITE,,2WD,AT,2024
HAVAL,SUV,H6 GT DELUXE,,AWD,AT,2024
HAVAL,SUV,H6 GT ELITE,,2WD,AT,2024
HAVAL,SUV,H6 HIBRIDA DELUXE,,2WD,AT,2024
HAVAL,SUV,H6 HIDRIDA ELITE,,2WD,AT,2024
HAVAL,SUV,JOLION ACTIVE,,,MT,2024
HAVAL,SUV,JOLION DELUXE,,,AT,2024
HAVAL,SUV,JOLION ELITE,,,AT,2024
HAVAL,SUV,JOLION ELITE,,,MT,2024
HAVAL,SUV,JOLION HIBRIDO DELUXE,,2WD,AT,2024
HAVAL,SUV,JOLION HIBRIDO ELITE,,2WD,AT,2024
HYUNDAI,SUV,CRETA GRAND SU2I VALUE,2.0,,AT,2024
HYUNDAI,SUV,CRETA GRAND SU2I PLUS,2.0,,MT,2024
HYUNDAI,SUV,CRETA SU2ID DESIGN,1.5,,CVT,2024
HYUNDAI,SUV,CRETA SU2ID PLUS,1.5,,CVT,2024
HYUNDAI,SUV,CRETA SU2ID PREMIUM,1.5,,CVT,2024
HYUNDAI,SUV,CRETA SU2ID GO,1.5,,MT,2024
HYUNDAI,SUV,CRETA SU2ID DESIGN,1.5,,MT,2024
HYUNDAI,SUV,CRETA SU2ID PLUS,1.5,,MT,2024
HYUNDAI,SUV,IONIQ 5 NE EV LIMITED,,AWD,AT,2024
HYUNDAI,SUV,IONIQ 5 NE EV LIMITED,,,AT,2024
HYUNDAI,SUV,IONIQ 5 NE EV PREMIUM,,,AT,2024
HYUNDAI,SUV,KONA OS EV PREMIUM,,,AT,2024
HYUNDAI,SUV,PALISADE LX2 PREMIUM FL,3.5,AWD,AT,2024
HYUNDAI,SUV,SANTA FE MX5 GDI DESIGN,2.5,,AT,2024
HYUNDAI,SUV,SANTA FE MX5 GDI PLUS,2.5,,AT,2024
HYUNDAI,SUV,SANTA FE MX5 GDI CALLIGRAPHY,2.5T,,AT,2024
HYUNDAI,SUV,SANTA FE MX5 GDI LIMITED,2.5T,,AT,2024
HYUNDAI,SUV,SANTA FE TM VALUE FL,2.5,,AT,2024
HYUNDAI,SUV,TUCSON NX4 LIMITED,1.6,4WD,AT,2024
HYUNDAI,SUV,TUCSON NX4 PLUS,1.6,,AT,2024
HYUNDAI,SUV,TUCSON NX4 HEV LIMITED,1.6,,AT,2024
HYUNDAI,SUV,TUCSON NX4 HEV VALUE,1.6,,AT,2024
HYUNDAI,SUV,TUCSON NX4 PLUS,2.0,4WD,AT,2024
HYUNDAI,SUV,TUCSON NX4 PLUS,2.0,,AT,2024
HYUNDAI,SUV,TUCSON NX4 VALUE,2.0,,AT,2024
HYUNDAI,SUV,TUCSON NX4 PLUS,2.0,,MT,2024
HYUNDAI,SUV,VENUE QX VALUE,1.6,,AT,2024
HYUNDAI,SUV,VENUE QX PLUS,1.6,,MT,2024
HYUNDAI,SUV,VENUE QX VALUE,1.6,,MT,2024
JAC,SUV,JS2 COMFORT,,,MT,2024
JAC,SUV,JS2 LUXURY,,,AT,2024
JAC,SUV,JS2 LUXURY,,,MT,2024
JAC,SUV,JS3 SE LUXURY,1.6,,MT,2024
JAC,SUV,JS3 XE ADVANCE,1.6,,AT,2024
JAC,SUV,JS3 XE ADVANCE,1.6,,MT,2024
JAC,SUV,JS3 XE LUXURY,1.6,,AT,2024
JAC,SUV,JS4 ADVANCE,1.5T,,AT,2024
JAC,SUV,JS4 ADVANCE BICOLOR,1.5T,,AT,2024
JAC,SUV,JS4 COMFORT,1.6,,MT,2024
JAC,SUV,JS4 COMFORT BICOLOR,1.6,,MT,2024
JAC,SUV,JS4 LUXURY,1.5T,,AT,2024
JAC,SUV,JS4 LUXURY,1.5T,,MT,2024
JAC,SUV,JS4 LUXURY BICOLOR,1.5T,,AT,2024
JAC,SUV,JS4 LUXURY BICOLOR,1.5T,,MT,2024
JAC,SUV,JS6 ADVANCE,,,AT,2024
JAC,SUV,JS6 COMFORT,,,AT,2024
JAC,SUV,JS6 LUXURY,,,AT,2024
JAC,SUV,JS8 ADVANCE XE,,,AT,2024
JAC,SUV,JS8 COMFORT CE,,,MT,2024
JAC,SUV,JS8 LUXURY SE,,,AT,2024
JAC,SUV,JS8 LUXURY SE,,,MT,2024
JEEP,SUV,COMMANDER LIMITED,1.3,4X2,AT,2024
JEEP,SUV,COMMANDER LIMITED,2.0,4X4,AT,2024
JEEP,SUV,COMMANDER LIMITED G,2.0,4X4,AT,2024
JEEP,SUV,COMMANDER OVERLAND,1.3,4X2,AT,2024
JEEP,SUV,COMMANDER OVERLAND G,2.0,4X4,AT,2024
JEEP,SUV,COMPASS LIMITED,,4X2,AT,2024
JEEP,SUV,COMPASS LONGITUDE,,4X2,AT,2024
JEEP,SUV,COMPASS SPORT,,4X2,AT,2024
JEEP,SUV,GRAND CHEROKEE L SUMMIT 3ROW,3.6L,,AT,2024
JEEP,SUV,RENEGADE LONGITUDE,1.3,,AT,2024
JEEP,SUV,RENEGADE LONGITUDE X,1.3,,AT,2024
JEEP,SUV,RENEGADE SPORT,1.3,,AT,2024
JEEP,SUV,WRANGLER UNLIMITED RUBICON,3.6L,,AT,2024
JETOUR,SUV,DASHING TURBO LUX,1.5L,,MT,2024
JETOUR,SUV,DASHING TURBO LUX,1.5L,,AT,2024
JETOUR,SUV,DASHING TURBO GDI LIMITED,1.6L,,AT,2024
JETOUR,SUV,X70 LUX,1.5T,,AT,2024
JETOUR,SUV,X70 LUX,1.5T,,MT,2024
JETOUR,SUV,X70 STD,1.5T,,AT,2024
JETOUR,SUV,X70 STD,1.5T,,MT,2024
JETOUR,SUV,X70 PLUS,1.5T,,AT,2024
JETOUR,SUV,X70 PLUS,1.6T,,AT,2024
JETOUR,SUV,X90 PLUS GDI,2.0T,,AT,2024
KAIYI,SUV,KYX3 LUX,,,MT,2024
KAIYI,SUV,KYX3 STD,,,MT,2024
KAIYI,SUV,KYX3 LUX,,,AT,2024
KAIYI,SUV,KYX3 PRO,1.5T,,AT,2024
KIA,SUV,CARENS EX TURBO-GDI 7P,1.4L,,7DCT,2024
KIA,SUV,CARENS EX TURBO-GDI FULL 7P,1.4L,,7DCT,2024
KIA,SUV,CARENS LX 7P,1.5L,,6MT,2024
KIA,SUV,NIRO EV EX 64.8KWH FULL,,2WD,,2024
KIA,SUV,NIRO EV LX 64.8KWH,,2WD,,2024
KIA,SUV,NIRO EV6 GT-LINE 77.4KWH,,AWD,,2024
KIA,SUV,NIRO EV9 GT-LINE 99.8KWH 6P1,,AWD,,2024
KIA,SUV,NIRO EV9 GT-LINE 99.8KWH 6P2,,AWD,,2024
KIA,SUV,NIRO EV9 GT-LINE 99.8KWH 6P3,,AWD,,2024
KIA,SUV,NIRO EV9 GT-LINE 99.8KWH 7P,,AWD,,2024
KIA,SUV,SELTOS EX TURBO,1.4L,,7DCT,2024
KIA,SUV,SELTOS EX TURBO FULL,1.4L,,7DCT,2024
KIA,SUV,SELTOS EX,1.5L,,6MT,2024
KIA,SUV,SELTOS EX IVT,1.5L,,,2024
KIA,SUV,SONET EX AC RI,1.5L,,6MT,2024
KIA,SUV,SONET EX RI FULL,1.5L,,6MT,2024
KIA,SUV,SONET EX IVT ACC PLUS,1.5L,,,2024
KIA,SUV,SONET EX IVT FULL,1.5L,,,2024
KIA,SUV,SONET EX IVT IR FULL,1.5L,,,2024
KIA,SUV,SORENTO EX DSL,2.2L,2WD,8DCT,2024
KIA,SUV,SORENTO EX GSL,2.5L,2WD,6AT,2024
KIA,SUV,SORENTO EX GSL FULL,2.5L,2WD,6AT,2024
KIA,SUV,SORENTO EX GSL FULL,2.5L,AWD,6AT,2024
KIA,SUV,SPORTAGE EX TURBO-GDI GSL,1.6L,AWD,7DCT,2024
KIA,SUV,SPORTAGE EX GSL,2.0L,,6AT,2024
KIA,SUV,SPORTAGE EX GSL BS,2.0L,,6AT,2024
KIA,SUV,SPORTAGE EX GSL,2.0L,,6MT,2024
KIA,SUV,SPORTAGE EX DSL,2.0L,AWD,8AT,2024
KIA,SUV,SPORTAGE EX DSL BS,2.0L,,8AT,2024
KIA,SUV,SPROTAGE EX GSL,2.0L,AWD,6AT,2024
KIA,SUV,SPROTAGE EX DSL,2.0L,,8AT,2024
MAHINDRA,SUV,XUV300 COMFORT,,,MT,2024
MAHINDRA,SUV,XUV300 ELITE,,,MT,2024
MAHINDRA,SUV,XUV300 LUXURY,,,MT,2024
MAXUS,SUV,D60 ELITE,,4X2,AT,2024
MAXUS,SUV,D60 LUXURY,,4X2,AT,2024
MAXUS,SUV,D90 ELITE,,4X4,AT,2024
MAXUS,SUV,D90 FLAGSHIP,,4X4,AT,2024
MAXUS,SUV,D90 LUXURY,,4X4,AT,2024
MAXUS,SUV,EUNIQ 6,,,AT,2024
MAXUS,SUV,G90 ELITE,,,AT,2024
MAXUS,SUV,G90 LUXURY,,,AT,2024
MG,SUV,3 STD,1.5,,AT,2024
MG,SUV,HS COM,1.5T,,,2024
MG,SUV,HS DLX,1.5T,,DCT,2024
MG,SUV,HS TROPHY,1.5T,,DCT,2024
MG,SUV,MARVEL R DLX,,,AT,2024
MG,SUV,MG ZS COM,1.5L,,AT,2024
MG,SUV,MG ZS STD,1.5L,,AT,2024
MG,SUV,ONE COM,1.5T,,CVT,2024
MG,SUV,ONE DLX,1.5T,,CVT,2024
MG,SUV,RX5 COM,1.5T,,,2024
MG,SUV,RX5 COM,1.5T,,DCT,2024
MG,SUV,RX5 DLX,1.5T,,DCT,2024
MG,SUV,ZS COM,1.5L,,,2024
MG,SUV,ZS STD,1.5L,,,2024
MG,SUV,ZS EV DLX,,,AT,2024
MG,SUV,ZX 6 TROPHY,1.3T,,AT,2024
MG,SUV,ZX COM,1.5L,,,2024
MG,SUV,ZX DLX,1.5L,,CVT,2024
MG,SUV,ZX DLX,1.5L,,,2024
MITSUBISHI,SUV,ASX GL,1.6L,4X2,MT,2024
MITSUBISHI,SUV,ASX GLS,1.6L,4X2,MT,2024
MITSUBISHI,SUV,ASX GLS,2.0L,4X2,AT,2024
MITSUBISHI,SUV,ECLIPSE CROSS RS,1.5,4X2,AT,2024
MITSUBISHI,SUV,ECLIPSE CROSS RX,1.5,4X2,AT,2024
MITSUBISHI,SUV,MONTERO SPORT,3.0,2WD,AT,2024
MITSUBISHI,SUV,MONTERO SPORT,3.0,4WD,AT,2024
MITSUBISHI,SUV,MONTERO SPORT LIMITED,3.0,4WD,AT,2024
MITSUBISHI,SUV,OUTLANDER GL,,4X2,AT,2024
MITSUBISHI,SUV,OUTLANDER GLS,,4X4,AT,2024
MITSUBISHI,SUV,OUTLANDER GLS LIMITED,,4X4,AT,2024
MITSUBISHI,SUV,OUTLANDER GLX,,4X2,AT,2024
MITSUBISHI,SUV,XPANDER CROSS,,,AT,2024
MITSUBISHI,SUV,XPANDER GL,,,MT,2024
MITSUBISHI,SUV,XPANDER GLX,,,AT,2024
NISSAN,SUV,KICKS ADVANCE,,,CVT,2024
NISSAN,SUV,KICKS ADVANCE,,,MT,2024
NISSAN,SUV,KICKS EXCLUSIVE,,,CVT,2024
NISSAN,SUV,KICKS SENSE,,,MT,2024
NISSAN,SUV,PATHFINDER ADVANCE,,2WD,AT,2024
NISSAN,SUV,PATHFINDER ADVANCE,,4WD,AT,2024
NISSAN,SUV,PATHFINDER EXCLUSIVE,,4WD,AT,2024
NISSAN,SUV,PATHFINDER SENSE,,2WD,AT,2024
NISSAN,SUV,QASHQAI ADVANCE,,,CVT,2024
NISSAN,SUV,QASHQAI ADVANCE PLUS,,,CVT,2024
NISSAN,SUV,QASHQAI ADVANCE,,,MT,2024
NISSAN,SUV,QASHQAI EXCLUSIVE,,4WD,CVT,2024
NISSAN,SUV,QASHQAI SENSE,,,MT,2024
NISSAN,SUV,X-TRAIL ADVANCE 3 ROW E-POWER,,AWD,,2024
NISSAN,SUV,X-TRAIL ADVANCE 3ROW,,,CVT,2024
NISSAN,SUV,X-TRAIL EXCLUSIVE 3 ROW E-POWER,,AWD,,2024
NISSAN,SUV,X-TRAIL EXCLUSIVE 3ROW -,,AWD,CVT,2024
NISSAN,SUV,X-TRAIL SEMSE 3ROW,,,CVT,2024
NISSAN,SUV,X-TRAIL SENSE 2ROW,,,CVT,2024
OPEL,SUV,CROSSLAND EDITION AT6 E6.4,1.2T,,,2024
OPEL,SUV,CROSSLAND EDITION MT6,1.2T,,,2024
OPEL,SUV,GRANDLAND GRANDLAND GS AT8,1.2T,,,2024
OPEL,SUV,GRANDLAND GRANDLAND GS MT6,1.2T,,,2024
OPEL,SUV,GRANDLAND GRANDLAND GS 1.5TD AT8,,,,2024
OPEL,SUV,GRANDLAND GRANDLAND ULTIMATE AT8,1.2T,,,2024
OPEL,SUV,MOKKA ELEGANCE 130HP MT6 E6.4,1.2,,,2024
OPEL,SUV,MOKKA ELEGANCE 130HP AT8,1.2T,,,2024
OPEL,SUV,MOKKA GS LINE 130HP AT8,1.2T,,,2024
OPEL,SUV,MOKKA 1.5TD ELEGANCE 110HP MT6,,,,2024
PEUGEOT,SUV,ACTIVE PACK PURETECH 130HP,1.2,,,2024
PEUGEOT,SUV,ALTURE PACK PURETECH 130HP,1.2,,,2024
PEUGEOT,SUV,ALTURE PACK BLUEHDI 130HP,1.5,,EAT8,2024
PEUGEOT,SUV,ELÉCTRICO 136HP,,,,2024
PEUGEOT,SUV,ACTIVE PACK PURETECH 130HP,1.2,,,2024
PEUGEOT,SUV,ALTURE BLUEHDI 130HP,1.5,,EAT8,2024
PEUGEOT,SUV,ALTURE PACK THP 1650HP,1.6,,EAT6,2024
PEUGEOT,SUV,GT BLUEHDI 130HP,1.5,,EAT8,2024
PEUGEOT,SUV,GT PURETECH 180HP,1.6,,EAT8,2024
PEUGEOT,SUV,HYBRID4 300 EEAT8,,,,2024
PEUGEOT,SUV,ALTURE BLUEHDI 130HP,1.5,,EAT8,2024
PEUGEOT,SUV,GT BLUEHDI 130HP,1.5,,EAT8,2024
PEUGEOT,SUV,ALTURETHP 165HP,1.6,,EAT6,2024
PEUGEOT,SUV,GT PURETECH 180HP,1.6,,EAT8,2024
PEUGEOT,SUV,GT BLACK PACK BLUEHDI 130,,,EAT8,2024
PEUGEOT,SUV,GT BLACK PACK PURETECH 180,,,EAT8,2024
PEUGEOT,SUV,RIFTER ALURE BLUEHDI 100,,,MT,2024
PEUGEOT,SUV,RIFTER ALURE BLUEHDI 130,,,AT,2024
PEUGEOT,SUV,RIFTER ALURE PURETECH 130,,,AT,2024
SSANGYONG,SUV,KORANDO GLX 6AB,1.5T,2WD,AT,2024
SSANGYONG,SUV,KORANDO GLX 6AB,1.5T,2WD,MT,2024
SSANGYONG,SUV,KORANDO GLX 1.6TD 6AB,,2WD,AT,2024
SSANGYONG,SUV,KORANDO GLX 1.6TD 6AB,,2WD,MT,2024
SSANGYONG,SUV,KORANDO LIMITED 6AB,1.5T,2WD,AT,2024
SSANGYONG,SUV,KORANDO LX,1.5T,2WD,MT,2024
SSANGYONG,SUV,REXTON GLX 2.2TD 6AB,,2WD,AT,2024
SSANGYONG,SUV,REXTON GLX 2.2TD 6AB,,2WD,MT,2024
SSANGYONG,SUV,REXTON GLX 2.2TD 6AB,,4WD,AT,2024
SSANGYONG,SUV,REXTON LX 6AB,2.0T,4WD,AT,2024
SSANGYONG,SUV,REXTON LX 6AB,2.0T,2WD,MT,2024
SSANGYONG,SUV,REXTON LX 2.2TD 2AB,,2WD,AT,2024
SSANGYONG,SUV,REXTON LX 2.2TD 2AB,,2WD,MT,2024
SSANGYONG,SUV,TIVOLI GLX,1.6,2WD,MT,2024
SSANGYONG,SUV,TIVOLI LIMITED 6 AB,1.6,2WD,AT,2024
SSANGYONG,SUV,TIVOLI LX,1.6,2WD,MT,2024
SSANGYONG,SUV,TORRES GLX,1.5T,2WD,AT,2024
SSANGYONG,SUV,TORRES GLX,1.5T,2WD,MT,2024
SSANGYONG,SUV,TORRES GLX,1.5T,4WD,AT,2024
SSANGYONG,SUV,TORRES LIMITED PLUS BITONO,1.5T,4WD,AT,2024
SSANGYONG,SUV,TORRES LIMITED PLUS SUNROOF,1.5T,4WD,AT,2024
SUBARU,SUV,CROSSTREK 2.0I,,AWD,AT,2024
SUBARU,SUV,CROSSTREK 2.0I DYNAMIC EYESIGH,,AWD,AT,2024
SUBARU,SUV,CROSSTREK 2.0I TOURING EYESIGH,,AWD,AT,2024
TOYOTA,SUV,4RUNNER LIMITED,,4X4,AT,2024
TOYOTA,SUV,4RUNNER SR5,,4X2,AT,2024
TOYOTA,SUV,4RUNNER SR5,,4X4,AT,2024
TOYOTA,SUV,COROLLA CROSS HEV SEG HEV,1.8,,AT,2024
TOYOTA,SUV,COROLLA CROSS HEV XEI HEV,1.8,,AT,2024
TOYOTA,SUV,FORTUNER SR5,2.7L,4X2,AT,2024
TOYOTA,SUV,FORTUNER SR5 TDI,2.8,4X4,AT,2024
TOYOTA,SUV,FORTUNER SR5 TDI,2.8,4X4,MT,2024
TOYOTA,SUV,FORTUNER SRX TDI,2.8,4X4,AT,2024
TOYOTA,SUV,RAIZE GAS E,1.2,,MT,2024
TOYOTA,SUV,RAIZE GAS,1.2,,MT,2024
TOYOTA,SUV,RAV4 LE,2.0,4X2,AT,2024
TOYOTA,SUV,RAV4 LE,2.0,4X2,MT,2024
TOYOTA,SUV,RAV4 LE,2.0,4X4,MT,2024
TOYOTA,SUV,RAV4 LIMITED HV,2.5,4X4,AT,2024
TOYOTA,SUV,RAV4 XLE,2.0,4X2,AT,2024
TOYOTA,SUV,RAV4 XLE HV,2.5,4X2,AT,2024
TOYOTA,SUV,RAV4 XSE HV,2.5,4X2,AT,2024
TOYOTA,SUV,YARIS CROSS XI,1.5,,AT,2024
CITROEN,MINIBUS,SPACETOURER BLUEHDI 150 S&S BVM6 BUSINESS TALLA XL,,,,2024
HYUNDAI,MINIBUS,STARIA MB CEDI 11P,2.2,,,2024
HYUNDAI,MINIBUS,STARIA MB CRDI 9P LUXURY,2.2,4WD,,2024
HYUNDAI,MINIBUS,STARIA MB CRDI 9P,2.2,,,2024
JAC,MINIBUS,SUNRAY 13+1,,,MT,2024
JAC,MINIBUS,SUNRAY 14+1,,,MT,2024
JAC,MINIBUS,SUNRAY 16+1,,,MT,2024
JAC,MINIBUS,SUNRAY 17+1,,,MT,2024
MAXUS,MINIBUS,G10 MINIBUS 6+1 E6,,,,2024
MAXUS,MINIBUS,G10 MINIBUS 9+1 E6,,,,2024
MAXUS,MINIBUS,G90 MINIBUS ELITE 6+1,,,,2024
MAXUS,MINIBUS,G90 MINIBUS LUXURY 6+1,,,,2024
MAXUS,MINIBUS,MIFA 9 90 KWH LUXURY,,,,2024
PEUGEOT,MINIBUS,TRAVELLER BUSINESS L3 8P BLUEHDI 180,,,EAT8,2024
PEUGEOT,MINIBUS,TRAVELLER BUSINESS L3 9P BLUEHDI 145,,,,2024
TOYOTA,MINIBUS,HIACE TURISMO L1H1,,,MT,2024
CHANGAN,FURGÓN,M 201 CARGO,,,,2024
CHANGAN,FURGÓN,M 201 CARGO AC,,,,2024
CHEVROLET,FURGÓN,N 400 MAX L AC P,1.5,,MT,2024
CHEVROLET,FURGÓN,N 400 MAX L P,1.5,,MT,2024
CITROEN,FURGÓN,BERLINGO CARGO HDI 92 BVM5 M,1.6,,,2024
CITROEN,FURGÓN,BERLINGO CARGO HDI 92 BVM5 XL,1.6,,,2024
CITROEN,FURGÓN,JUMPER CARGO L2H2 BLUEHDI 165 S&S BVM6,,,,2024
CITROEN,FURGÓN,JUMPER CARGO L3H2 BLUEHDI 165 S&S BVM6,,,,2024
CITROEN,FURGÓN,JUMPER CARGO L4H2 BLUEHDI 165 S&S BVM6,,,,2024
CITROEN,FURGÓN,JUMPY CARGO BLUEHDI 150 S&S BVM6 XL,,,,2024
FARIZON,FURGÓN,V6E,,,AT,2024
FIAT,FURGÓN,DUCATO MAXI CARGO L1 H1,,,MT,2024
KYC,FURGÓN,V3 CARGO VAN,,,MT,2024
KYC,FURGÓN,V5 CARGO VAN,,,MT,2024
MAXUS,FURGÓN,DELIVER 9 CARGO L2H2,,,,2024
MAXUS,FURGÓN,EDELIVER 9 L2H2,,,,2024
MAXUS,FURGÓN,EDELIVER 9 L3H2,,,,2024
MAXUS,FURGÓN,G10 CARGO,,,,2024
OPEL,FURGÓN,COMBO TD,1.5,,MT,2024
OPEL,FURGÓN,MOVANO CARGO VAN L2H2,,,MT,2024
OPEL,FURGÓN,VIVARO TD,2.0,,MT,2024
PEUGEOT,FURGÓN,BOXER FURGÓN D/C L4H2 BLUEHDI 165,,,,2024
PEUGEOT,FURGÓN,BOXER FURGÓN L2H2 BLUEHDI 165,,,MT,2024
PEUGEOT,FURGÓN,BOXER FURGÓN L3H2 BLUEHDI 165,,,MT,2024
PEUGEOT,FURGÓN,BOXER FURGÓN L4H2 BLUEHDI 165,,,MT,2024
PEUGEOT,FURGÓN,EXPERT L3 BLUEHDI 145,,,MT,2024
PEUGEOT,FURGÓN,PARTNER L1 BLUEHDI 100,,,MT,2024
PEUGEOT,FURGÓN,PARTNER L1 EV,,,AT,2024
PEUGEOT,FURGÓN,PARTNER L2 BLUEHDI 100,,,MT,2024
PEUGEOT,FURGÓN,TRAVELLER ACTIVE L3 8P BLUEHDI 180,,,AT,2024
PEUGEOT,FURGÓN,TRAVELLER BUSINESS L3 9P BLUEHDI 145,,,MT,2024
RAM,FURGÓN,V 700 CITY,1.3L,,,2024
RAM,FURGÓN,V1000 CORTO,1.3L,,,2024
RAM,FURGÓN,V700 RAPID,1.4L,,,2024
TOYOTA,FURGÓN,HIACE CARGO L1H1,,,,2024
