MARCA,TIPO PRODUCTO,Model Name,Engine,Drive,Transmission,Year,Model Name Simplified,Marca Simplified,Model URL
KIA,SUV,SPORTAGE EX TURBO-GDI GSL,1.6L,AWD,7DCT,2024,sportage ex turbogdi gsl,kia,https://www.autocosmos.cl/catalogo/vigente/kia/sportage
KIA,SUV,SPORTAGE EX GSL,2.0L,,6AT,2024,sportage ex gsl,kia,https://www.autocosmos.cl/catalogo/vigente/kia/sportage
KIA,SUV,SPORTAGE EX GSL BS,2.0L,,6AT,2024,sportage ex gsl bs,kia,https://www.autocosmos.cl/catalogo/vigente/kia/sportage
KIA,SUV,SPORTAGE EX GSL,2.0L,,6MT,2024,sportage ex gsl,kia,https://www.autocosmos.cl/catalogo/vigente/kia/sportage
KIA,SUV,SPORTAGE EX DSL,2.0L,AWD,8AT,2024,sportage ex dsl,kia,https://www.autocosmos.cl/catalogo/vigente/kia/sportage
KIA,SUV,SPORTAGE EX DSL BS,2.0L,,8AT,2024,sportage ex dsl bs,kia,https://www.autocosmos.cl/catalogo/vigente/kia/sportage
KIA,SUV,SPROTAGE EX GSL,2.0L,AWD,6AT,2024,sprotage ex gsl,kia,
KIA,SUV,SPROTAGE EX DSL,2.0L,,8AT,2024,sprotage ex dsl,kia,
MAHINDRA,SUV,XUV300 COMFORT,,,MT,2024,xuv300 comfort,mahindra,
MAHINDRA,SUV,XUV300 ELITE,,,MT,2024,xuv300 elite,mahindra,
MAHINDRA,SUV,XUV300 LUXURY,,,MT,2024,xuv300 luxury,mahindra,
MAXUS,SUV,D60 ELITE,,4X2,AT,2024,d60 elite,maxus,https://www.autocosmos.cl/catalogo/vigente/maxus/d60
MAXUS,SUV,D60 LUXURY,,4X2,AT,2024,d60 luxury,maxus,https://www.autocosmos.cl/catalogo/vigente/maxus/d60
MAXUS,SUV,D90 ELITE,,4X4,AT,2024,d90 elite,maxus,https://www.autocosmos.cl/catalogo/vigente/maxus/d90
MAXUS,SUV,D90 FLAGSHIP,,4X4,AT,2024,d90 flagship,maxus,https://www.autocosmos.cl/catalogo/vigente/maxus/d90
MAXUS,SUV,D90 LUXURY,,4X4,AT,2024,d90 luxury,maxus,https://www.autocosmos.cl/catalogo/vigente/maxus/d90
MAXUS,SUV,EUNIQ 6,,,AT,2024,euniq 6,maxus,https://www.autocosmos.cl/catalogo/vigente/maxus/euniq-6
MAXUS,SUV,G90 ELITE,,,AT,2024,g90 elite,maxus,
MAXUS,SUV,G90 LUXURY,,,AT,2024,g90 luxury,maxus,
MG,SUV,3 STD,1.5,,AT,2024,3 std,mg,https://www.autocosmos.cl/catalogo/vigente/mg/3
MG,SUV,HS COM,1.5T,,,2024,hs com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/hs
MG,SUV,HS DLX,1.5T,,DCT,2024,hs dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/hs
MG,SUV,HS TROPHY,1.5T,,DCT,2024,hs trophy,mg,https://www.autocosmos.cl/catalogo/vigente/mg/hs
MG,SUV,MARVEL R DLX,,,AT,2024,marvel r dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/marvel-r
MG,SUV,MG ZS COM,1.5L,,AT,2024,mg zs com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/zs
MG,SUV,MG ZS STD,1.5L,,AT,2024,mg zs std,mg,https://www.autocosmos.cl/catalogo/vigente/mg/zs
MG,SUV,ONE COM,1.5T,,CVT,2024,one com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/one
MG,SUV,ONE DLX,1.5T,,CVT,2024,one dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/one
MG,SUV,RX5 COM,1.5T,,,2024,rx5 com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/5
MG,SUV,RX5 COM,1.5T,,DCT,2024,rx5 com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/5
MG,SUV,RX5 DLX,1.5T,,DCT,2024,rx5 dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/5
MG,SUV,ZS COM,1.5L,,,2024,zs com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/zs
MG,SUV,ZS STD,1.5L,,,2024,zs std,mg,https://www.autocosmos.cl/catalogo/vigente/mg/zs
MG,SUV,ZS EV DLX,,,AT,2024,zs ev dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/zs
MG,SUV,ZX 6 TROPHY,1.3T,,AT,2024,zx 6 trophy,mg,https://www.autocosmos.cl/catalogo/vigente/mg/6
MG,SUV,ZX COM,1.5L,,,2024,zx com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/zx
MG,SUV,ZX DLX,1.5L,,CVT,2024,zx dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/zx
MG,SUV,ZX DLX,1.5L,,,2024,zx dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/zx
MITSUBISHI,SUV,ASX GL,1.6L,4X2,MT,2024,asx gl,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/asx
MITSUBISHI,SUV,ASX GLS,1.6L,4X2,MT,2024,asx gls,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/asx
MITSUBISHI,SUV,ASX GLS,2.0L,4X2,AT,2024,asx gls,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/asx
MITSUBISHI,SUV,ECLIPSE CROSS RS,1.5,4X2,AT,2024,eclipse cross rs,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/eclipse-cross
MITSUBISHI,SUV,ECLIPSE CROSS RX,1.5,4X2,AT,2024,eclipse cross rx,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/eclipse-cross
MITSUBISHI,SUV,MONTERO SPORT,3.0,2WD,AT,2024,montero sport,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/montero-sport
MITSUBISHI,SUV,MONTERO SPORT,3.0,4WD,AT,2024,montero sport,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/montero-sport
MITSUBISHI,SUV,MONTERO SPORT LIMITED,3.0,4WD,AT,2024,montero sport limited,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/montero-sport
MITSUBISHI,SUV,OUTLANDER GL,,4X2,AT,2024,outlander gl,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/outlander
MITSUBISHI,SUV,OUTLANDER GLS,,4X4,AT,2024,outlander gls,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/outlander
MITSUBISHI,SUV,OUTLANDER GLS LIMITED,,4X4,AT,2024,outlander gls limited,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/outlander
MITSUBISHI,SUV,OUTLANDER GLX,,4X2,AT,2024,outlander glx,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/outlander
MITSUBISHI,SUV,XPANDER CROSS,,,AT,2024,xpander cross,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/xpander-cross
MITSUBISHI,SUV,XPANDER GL,,,MT,2024,xpander gl,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/xpander
MITSUBISHI,SUV,XPANDER GLX,,,AT,2024,xpander glx,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/xpander
NISSAN,SUV,KICKS ADVANCE,,,CVT,2024,kicks advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/kicks
NISSAN,SUV,KICKS ADVANCE,,,MT,2024,kicks advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/kicks
NISSAN,SUV,KICKS EXCLUSIVE,,,CVT,2024,kicks exclusive,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/kicks
NISSAN,SUV,KICKS SENSE,,,MT,2024,kicks sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/kicks
NISSAN,SUV,PATHFINDER ADVANCE,,2WD,AT,2024,pathfinder advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/pathfinder
NISSAN,SUV,PATHFINDER ADVANCE,,4WD,AT,2024,pathfinder advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/pathfinder
NISSAN,SUV,PATHFINDER EXCLUSIVE,,4WD,AT,2024,pathfinder exclusive,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/pathfinder
NISSAN,SUV,PATHFINDER SENSE,,2WD,AT,2024,pathfinder sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/pathfinder
NISSAN,SUV,QASHQAI ADVANCE,,,CVT,2024,qashqai advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/qashqai
NISSAN,SUV,QASHQAI ADVANCE PLUS,,,CVT,2024,qashqai advance plus,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/qashqai
NISSAN,SUV,QASHQAI ADVANCE,,,MT,2024,qashqai advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/qashqai
NISSAN,SUV,QASHQAI EXCLUSIVE,,4WD,CVT,2024,qashqai exclusive,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/qashqai
NISSAN,SUV,QASHQAI SENSE,,,MT,2024,qashqai sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/qashqai
NISSAN,SUV,X-TRAIL ADVANCE 3 ROW E-POWER,,AWD,,2024,xtrail advance 3 row epower,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/x-trail
NISSAN,SUV,X-TRAIL ADVANCE 3ROW,,,CVT,2024,xtrail advance 3row,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/x-trail
NISSAN,SUV,X-TRAIL EXCLUSIVE 3 ROW E-POWER,,AWD,,2024,xtrail exclusive 3 row epower,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/x-trail
NISSAN,SUV,X-TRAIL EXCLUSIVE 3ROW -,,AWD,CVT,2024,xtrail exclusive 3row,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/x-trail
NISSAN,SUV,X-TRAIL SEMSE 3ROW,,,CVT,2024,xtrail semse 3row,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/x-trail
NISSAN,SUV,X-TRAIL SENSE 2ROW,,,CVT,2024,xtrail sense 2row,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/x-trail
OPEL,SUV,CROSSLAND EDITION AT6 E6.4,1.2T,,,2024,crossland edition at6 e64,opel,https://www.autocosmos.cl/catalogo/vigente/opel/crossland
OPEL,SUV,CROSSLAND EDITION MT6,1.2T,,,2024,crossland edition mt6,opel,https://www.autocosmos.cl/catalogo/vigente/opel/crossland
OPEL,SUV,GRANDLAND GRANDLAND GS AT8,1.2T,,,2024,grandland grandland gs at8,opel,https://www.autocosmos.cl/catalogo/vigente/opel/grandland
OPEL,SUV,GRANDLAND GRANDLAND GS MT6,1.2T,,,2024,grandland grandland gs mt6,opel,https://www.autocosmos.cl/catalogo/vigente/opel/grandland
OPEL,SUV,GRANDLAND GRANDLAND GS 1.5TD AT8,,,,2024,grandland grandland gs 15td at8,opel,https://www.autocosmos.cl/catalogo/vigente/opel/grandland
OPEL,SUV,GRANDLAND GRANDLAND ULTIMATE AT8,1.2T,,,2024,grandland grandland ultimate at8,opel,https://www.autocosmos.cl/catalogo/vigente/opel/grandland
OPEL,SUV,MOKKA ELEGANCE 130HP MT6 E6.4,1.2,,,2024,mokka elegance 130hp mt6 e64,opel,https://www.autocosmos.cl/catalogo/vigente/opel/mokka
OPEL,SUV,MOKKA ELEGANCE 130HP AT8,1.2T,,,2024,mokka elegance 130hp at8,opel,https://www.autocosmos.cl/catalogo/vigente/opel/mokka
OPEL,SUV,MOKKA GS LINE 130HP AT8,1.2T,,,2024,mokka gs line 130hp at8,opel,https://www.autocosmos.cl/catalogo/vigente/opel/mokka
OPEL,SUV,MOKKA 1.5TD ELEGANCE 110HP MT6,,,,2024,mokka 15td elegance 110hp mt6,opel,https://www.autocosmos.cl/catalogo/vigente/opel/mokka
PEUGEOT,SUV,ACTIVE PACK PURETECH 130HP,1.2,,,2024,active pack puretech 130hp,peugeot,
PEUGEOT,SUV,ALTURE PACK PURETECH 130HP,1.2,,,2024,alture pack puretech 130hp,peugeot,
PEUGEOT,SUV,ALTURE PACK BLUEHDI 130HP,1.5,,EAT8,2024,alture pack bluehdi 130hp,peugeot,
PEUGEOT,SUV,ELÉCTRICO 136HP,,,,2024,electrico 136hp,peugeot,
PEUGEOT,SUV,ACTIVE PACK PURETECH 130HP,1.2,,,2024,active pack puretech 130hp,peugeot,
PEUGEOT,SUV,ALTURE BLUEHDI 130HP,1.5,,EAT8,2024,alture bluehdi 130hp,peugeot,
PEUGEOT,SUV,ALTURE PACK THP 1650HP,1.6,,EAT6,2024,alture pack thp 1650hp,peugeot,
PEUGEOT,SUV,GT BLUEHDI 130HP,1.5,,EAT8,2024,gt bluehdi 130hp,peugeot,
PEUGEOT,SUV,GT PURETECH 180HP,1.6,,EAT8,2024,gt puretech 180hp,peugeot,
PEUGEOT,SUV,HYBRID4 300 EEAT8,,,,2024,hybrid4 300 eeat8,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/3008-hybrid4
PEUGEOT,SUV,ALTURE BLUEHDI 130HP,1.5,,EAT8,2024,alture bluehdi 130hp,peugeot,
PEUGEOT,SUV,GT BLUEHDI 130HP,1.5,,EAT8,2024,gt bluehdi 130hp,peugeot,
PEUGEOT,SUV,ALTURETHP 165HP,1.6,,EAT6,2024,alturethp 165hp,peugeot,
PEUGEOT,SUV,GT PURETECH 180HP,1.6,,EAT8,2024,gt puretech 180hp,peugeot,
PEUGEOT,SUV,GT BLACK PACK BLUEHDI 130,,,EAT8,2024,gt black pack bluehdi 130,peugeot,
PEUGEOT,SUV,GT BLACK PACK PURETECH 180,,,EAT8,2024,gt black pack puretech 180,peugeot,
PEUGEOT,SUV,RIFTER ALURE BLUEHDI 100,,,MT,2024,rifter alure bluehdi 100,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/rifter
PEUGEOT,SUV,RIFTER ALURE BLUEHDI 130,,,AT,2024,rifter alure bluehdi 130,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/rifter
PEUGEOT,SUV,RIFTER ALURE PURETECH 130,,,AT,2024,rifter alure puretech 130,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/rifter
SSANGYONG,SUV,KORANDO GLX 6AB,1.5T,2WD,AT,2024,korando glx 6ab,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/korando
SSANGYONG,SUV,KORANDO GLX 6AB,1.5T,2WD,MT,2024,korando glx 6ab,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/korando
SSANGYONG,SUV,KORANDO GLX 1.6TD 6AB,,2WD,AT,2024,korando glx 16td 6ab,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/korando
SSANGYONG,SUV,KORANDO GLX 1.6TD 6AB,,2WD,MT,2024,korando glx 16td 6ab,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/korando
SSANGYONG,SUV,KORANDO LIMITED 6AB,1.5T,2WD,AT,2024,korando limited 6ab,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/korando
SSANGYONG,SUV,KORANDO LX,1.5T,2WD,MT,2024,korando lx,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/korando
SSANGYONG,SUV,REXTON GLX 2.2TD 6AB,,2WD,AT,2024,rexton glx 22td 6ab,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/rexton
SSANGYONG,SUV,REXTON GLX 2.2TD 6AB,,2WD,MT,2024,rexton glx 22td 6ab,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/rexton
SSANGYONG,SUV,REXTON GLX 2.2TD 6AB,,4WD,AT,2024,rexton glx 22td 6ab,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/rexton
SSANGYONG,SUV,REXTON LX 6AB,2.0T,4WD,AT,2024,rexton lx 6ab,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/rexton
SSANGYONG,SUV,REXTON LX 6AB,2.0T,2WD,MT,2024,rexton lx 6ab,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/rexton
SSANGYONG,SUV,REXTON LX 2.2TD 2AB,,2WD,AT,2024,rexton lx 22td 2ab,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/rexton
SSANGYONG,SUV,REXTON LX 2.2TD 2AB,,2WD,MT,2024,rexton lx 22td 2ab,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/rexton
SSANGYONG,SUV,TIVOLI GLX,1.6,2WD,MT,2024,tivoli glx,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/tivoli
SSANGYONG,SUV,TIVOLI LIMITED 6 AB,1.6,2WD,AT,2024,tivoli limited 6 ab,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/tivoli
SSANGYONG,SUV,TIVOLI LX,1.6,2WD,MT,2024,tivoli lx,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/tivoli
SSANGYONG,SUV,TORRES GLX,1.5T,2WD,AT,2024,torres glx,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/torres
SSANGYONG,SUV,TORRES GLX,1.5T,2WD,MT,2024,torres glx,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/torres
SSANGYONG,SUV,TORRES GLX,1.5T,4WD,AT,2024,torres glx,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/torres
SSANGYONG,SUV,TORRES LIMITED PLUS BITONO,1.5T,4WD,AT,2024,torres limited plus bitono,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/torres
SSANGYONG,SUV,TORRES LIMITED PLUS SUNROOF,1.5T,4WD,AT,2024,torres limited plus sunroof,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/torres
SUBARU,SUV,CROSSTREK 2.0I,,AWD,AT,2024,crosstrek 20i,subaru,https://www.autocosmos.cl/catalogo/vigente/subaru/crosstrek
SUBARU,SUV,CROSSTREK 2.0I DYNAMIC EYESIGH,,AWD,AT,2024,crosstrek 20i dynamic eyesigh,subaru,https://www.autocosmos.cl/catalogo/vigente/subaru/crosstrek
SUBARU,SUV,CROSSTREK 2.0I TOURING EYESIGH,,AWD,AT,2024,crosstrek 20i touring eyesigh,subaru,https://www.autocosmos.cl/catalogo/vigente/subaru/crosstrek
TOYOTA,SUV,4RUNNER LIMITED,,4X4,AT,2024,4runner limited,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/4runner
TOYOTA,SUV,4RUNNER SR5,,4X2,AT,2024,4runner sr5,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/4runner
TOYOTA,SUV,4RUNNER SR5,,4X4,AT,2024,4runner sr5,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/4runner
TOYOTA,SUV,COROLLA CROSS HEV SEG HEV,1.8,,AT,2024,corolla cross hev seg hev,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/corolla
TOYOTA,SUV,COROLLA CROSS HEV XEI HEV,1.8,,AT,2024,corolla cross hev xei hev,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/corolla
TOYOTA,SUV,FORTUNER SR5,2.7L,4X2,AT,2024,fortuner sr5,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/fortuner
TOYOTA,SUV,FORTUNER SR5 TDI,2.8,4X4,AT,2024,fortuner sr5 tdi,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/fortuner
TOYOTA,SUV,FORTUNER SR5 TDI,2.8,4X4,MT,2024,fortuner sr5 tdi,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/fortuner
TOYOTA,SUV,FORTUNER SRX TDI,2.8,4X4,AT,2024,fortuner srx tdi,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/fortuner
TOYOTA,SUV,RAIZE GAS E,1.2,,MT,2024,raize gas e,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/raize
TOYOTA,SUV,RAIZE GAS,1.2,,MT,2024,raize gas,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/raize
TOYOTA,SUV,RAV4 LE,2.0,4X2,AT,2024,rav4 le,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/rav4
TOYOTA,SUV,RAV4 LE,2.0,4X2,MT,2024,rav4 le,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/rav4
TOYOTA,SUV,RAV4 LE,2.0,4X4,MT,2024,rav4 le,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/rav4
TOYOTA,SUV,RAV4 LIMITED HV,2.5,4X4,AT,2024,rav4 limited hv,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/rav4
TOYOTA,SUV,RAV4 XLE,2.0,4X2,AT,2024,rav4 xle,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/rav4
TOYOTA,SUV,RAV4 XLE HV,2.5,4X2,AT,2024,rav4 xle hv,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/rav4
TOYOTA,SUV,RAV4 XSE HV,2.5,4X2,AT,2024,rav4 xse hv,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/rav4
TOYOTA,SUV,YARIS CROSS XI,1.5,,AT,2024,yaris cross xi,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/yaris
